cluster,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cluster_name,size
0,0.6830068493150685,0.6469034246575343,-9.672678082191782,0.050544520547945206,0.24762246575342467,0.00834195787671233,0.14391575342465754,0.6297678082191781,118.33954794520548,Vocal-driven & Uplifting,146
1,0.6832727272727273,0.6611818181818182,-12.080818181818183,0.0802,0.07905772727272727,0.7529090909090909,0.12393636363636364,0.36672727272727274,109.06727272727272,Instrumental & Melancholic,11
2,0.661,0.6655833333333333,-9.490166666666667,0.04149166666666667,0.22891716666666664,0.29433333333333334,0.12186666666666668,0.5639166666666667,116.59583333333335,Instrumental & Melodic,12
